date,MAE,RMSE,MAPE,R2
2022-11-25,24.992077022694094,27.68613852549379,2.1397099525078804,0.9733067514756935
2022-11-25,27.38792616645028,31.952074637459816,2.407790955652006,0.9643516185435372
2022-11-25,30.79726450227047,38.5196673540155,2.775147851819397,0.949265776409488
2022-11-25,34.98993304308514,41.570523031536815,3.1751912774137434,0.9431367079894531
2022-11-25,34.95525299038044,39.71362624213449,3.211766029709299,0.9486975078179735
2022-11-25,37.009218918404656,41.38130203600606,3.3970040031764577,0.9434462420182652
2022-11-25,35.030357978971175,38.72775162394402,3.190973686081012,0.9490311494824063
2022-11-25,38.6320199021845,44.1127025947342,3.5479702664096413,0.9316496112467036
2022-11-25,39.39703736283885,43.882689912519304,3.5947068475519575,0.9299842943394458
2022-11-25,43.95851989898724,47.43921031208514,3.96978101303854,0.915120677171077
2022-11-25,44.9279242085912,47.70914259243712,4.056244388635324,0.9105484512967671
2022-11-25,43.13772500670583,45.625592721656915,3.874306090551886,0.9146424426302758
2022-11-25,29.716461763535577,32.742143546499285,2.673724608903831,0.9536882060474232
2022-11-25,13.846518130704425,17.62621081360342,1.299415019061216,0.9856098089875891
2022-11-25,12.477881476948346,14.186499515006352,1.1312780062536691,0.9899150391748445
2022-11-25,14.42532659060061,17.18400668046398,1.348929631895374,0.984459343579442
2022-11-25,15.031810084573499,18.078345224788585,1.3842630863295577,0.9822750701132502
2022-11-25,18.434816141648827,22.40141873293065,1.6722332709946675,0.9722737921382744
2022-11-25,24.70428353009174,27.258947788090005,2.2511266772776555,0.9586067382451805
2022-11-25,24.106036241827635,27.052358599095665,2.2109058882934285,0.9592927787487341
2022-11-26,17.11009546087958,21.306218605743393,1.558807919037205,0.9748892221711848
2022-11-26,13.078127612579229,16.23707361769296,1.1864203622698757,0.9855152465115992
2022-11-26,12.437683144075857,16.196102229530958,1.117627775330488,0.98571502035284
2022-11-26,13.172595001098534,17.072942916661436,1.1736383501341687,0.9842550427009211
2022-11-26,16.1056525181683,21.32061501784054,1.4249571771908618,0.9757210704793444
2022-11-26,16.41770877765032,23.080613955144166,1.413643357268913,0.9720180643902626
2022-11-26,17.114598133170855,23.944497640381513,1.445791560452705,0.9704255490635301
2022-11-26,17.866038917131245,23.63046472337646,1.516004606186322,0.9717761800304797
2022-11-26,16.688457961338596,22.350283610634172,1.438760856060628,0.9750800219326917
2022-11-26,17.395478349278548,22.239642336758546,1.5358188824676942,0.9753344922439751
2022-11-26,19.009138808227846,23.82927662134399,1.6813722507382365,0.9715651690579774
2022-11-26,19.33858346191003,25.386713634008764,1.6732799700425718,0.9678269392781501
2022-11-26,24.30948221460019,31.666280040578272,2.07903591732008,0.9508473768989852
2022-11-26,35.05852577071331,43.12652580597814,2.9977272367802397,0.9118813505764559
2022-11-26,39.739867400492265,48.710821070324386,3.371783164558962,0.8915237050205683
2022-11-26,44.45180198123192,53.790190574822105,3.7562453425897804,0.8726450524779916
2022-11-26,40.57206524513597,51.30758215049208,3.3962897988654963,0.888078185771499
2022-11-26,30.768550372208082,43.808864251127225,2.526744867977886,0.922137646873746
2022-11-26,29.686543209980186,41.312491356787746,2.4081797903815945,0.9360121909101334
2022-11-26,36.385315640992104,48.20284548841633,2.9560573641116155,0.9185762520212067
2022-11-26,39.56847829049919,52.876363020825394,3.1508811808035415,0.9072534668749855
2022-11-26,43.67707205328296,57.66371101542949,3.4451106100436153,0.8937793213292582
2022-11-26,48.67575030275352,60.88225235879621,3.874877613341485,0.8836152251921248
2022-11-26,52.07174423246207,62.43054992537035,4.191255571039492,0.8771937145745057
2022-11-27,50.30473200545756,60.87601802752388,4.052854783003377,0.8813546983064221
2022-11-27,50.90340922448396,61.157482655267366,4.128733921763249,0.8767876220416325
2022-11-27,49.819847897856164,60.145624133407416,4.064536273280684,0.8756950030878796
2022-11-27,54.367119273483944,63.68032677414825,4.487633343278043,0.8528800622747246
2022-11-27,62.99672663115697,69.90936734958744,5.290189311514857,0.8100054848952573
2022-11-27,70.81941879260803,76.04867013430253,5.995531493786911,0.7538272025955006
2022-11-27,75.3662293540067,80.10662441740335,6.376729371146693,0.6945388317577859
2022-11-27,83.65850040665303,87.12469422598618,7.032233354404478,0.6015750414710184
2022-11-27,90.8599996756448,93.45703189255092,7.564807044156539,0.544005728651058
2022-11-27,83.5018218498709,86.20279838308917,6.90670489609483,0.6346717407037102
2022-11-27,74.26580854815364,77.1812880358655,6.107466285490803,0.7288841973024798
2022-11-27,63.81582719695094,66.88168792044681,5.238779974934608,0.8123334158245423
2022-11-27,50.30161361044122,54.130067124818446,4.133175665481924,0.8859867352683833
2022-11-27,41.55115696112405,46.91021135186889,3.407572477520545,0.9196062849121005
2022-11-27,45.444335413210524,49.557351107910804,3.6908709614654702,0.9146256025081799
2022-11-27,49.015819239862786,52.38784166856304,3.9773188449567676,0.9086134198052707
2022-11-27,61.27281759505166,63.455967833954986,4.933659750176089,0.8723291757196003
2022-11-27,64.28663687750141,65.54298818629609,5.143740326135571,0.8736369828053904
2022-11-27,48.447059127523744,50.899964896486885,3.8722112584577855,0.9306979649126325
2022-11-27,49.57023178045849,51.69374342298984,3.9116733151506016,0.9325429265314343
2022-11-27,35.04875451277374,38.20609287357577,2.7541239677907314,0.9643385505750841
2022-11-27,35.799480102885546,39.31851380465491,2.7601220784565577,0.9628370101004534
2022-11-27,25.099056348458472,29.868323124124665,1.9250195457131056,0.9785414612596631
2022-11-27,20.633394865874966,25.22214411780065,1.6273976441727271,0.984431518942963
2022-11-28,16.70639009014405,20.68089882306378,1.3110867335469094,0.9891719251073536
2022-11-28,18.60922096340123,22.11431075238801,1.4485586021772292,0.9871243670356924
