Date,LSTM_MAE,ARIMA_MAE,LSTM_RMSE,ARIMA_RMSE,LSTM_MAPE,ARIMA_MAPE
2024-10-10,35.354003026427826,98.06832566574099,45.68582288308298,112.993397048572,2.9025577107673395,8.284764844870587
2024-10-11,21.27781535256061,93.48553847349915,28.310977075779977,104.39927692719557,1.7833737427961114,7.888436952789311
2024-10-12,17.234655619833024,57.30047251846455,21.85031830711085,71.44924619142786,1.568391995979822,5.651336558621649
